identifiant GO	définition	occurence	pvalue
GO:0004160	F:dihydroxy-acid dehydratase activity	{'GO:0000006': 0}	1.0
GO:0004161	F:dimethylallyltranstransferase activity	{'GO:0000006': 0}	1.0
GO:0004165	F:dodecenoyl-CoA delta-isomerase activity	{'GO:0000006': 0}	1.0
GO:0004170	F:dUTP diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0004175	F:endopeptidase activity	{'GO:0000006': 0}	1.0
GO:0004176	F:ATP-dependent peptidase activity	{'GO:0000006': 0}	1.0
GO:0004177	F:aminopeptidase activity	{'GO:0000006': 0}	1.0
GO:0004180	F:carboxypeptidase activity	{'GO:0000006': 0}	1.0
GO:0004185	F:serine-type carboxypeptidase activity	{'GO:0000006': 0}	1.0
GO:0004190	F:aspartic-type endopeptidase activity	{'GO:0000006': 0}	1.0
GO:0004222	F:metalloendopeptidase activity	{'GO:0000006': 0}	1.0
GO:0004252	F:serine-type endopeptidase activity	{'GO:0000006': 0}	1.0
GO:0004298	F:threonine-type endopeptidase activity	{'GO:0000006': 0}	1.0
GO:0004300	F:enoyl-CoA hydratase activity	{'GO:0000006': 0}	1.0
GO:0004309	F:exopolyphosphatase activity	{'GO:0000006': 0}	1.0
GO:0004311	F:farnesyltranstransferase activity	{'GO:0000006': 0}	1.0
GO:0004314	F:[acyl-carrier-protein] S-malonyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004315	F:3-oxoacyl-[acyl-carrier-protein] synthase activity	{'GO:0000006': 0}	1.0
GO:0004316	F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	{'GO:0000006': 0}	1.0
GO:0004317	F:3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	{'GO:0000006': 0}	1.0
GO:0004318	F:enoyl-[acyl-carrier-protein] reductase (NADH) activity	{'GO:0000006': 0}	1.0
GO:0004320	F:oleoyl-[acyl-carrier-protein] hydrolase activity	{'GO:0000006': 0}	1.0
GO:0004322	F:ferroxidase activity	{'GO:0000006': 0}	1.0
GO:0004324	F:ferredoxin-NADP+ reductase activity	{'GO:0000006': 0}	1.0
GO:0004325	F:ferrochelatase activity	{'GO:0000006': 0}	1.0
GO:0004326	F:tetrahydrofolylpolyglutamate synthase activity	{'GO:0000006': 0}	1.0
GO:0004332	F:fructose-bisphosphate aldolase activity	{'GO:0000006': 0}	1.0
GO:0004333	F:fumarate hydratase activity	{'GO:0000006': 0}	1.0
GO:0004335	F:galactokinase activity	{'GO:0000006': 0}	1.0
GO:0004337	F:geranyltranstransferase activity	{'GO:0000006': 0}	1.0
GO:0004340	F:glucokinase activity	{'GO:0000006': 0}	1.0
GO:0004342	F:glucosamine-6-phosphate deaminase activity	{'GO:0000006': 0}	1.0
GO:0004345	F:glucose-6-phosphate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0004346	F:glucose-6-phosphatase activity	{'GO:0000006': 0}	1.0
GO:0004347	F:glucose-6-phosphate isomerase activity	{'GO:0000006': 0}	1.0
GO:0004349	F:glutamate 5-kinase activity	{'GO:0000006': 0}	1.0
GO:0004350	F:glutamate-5-semialdehyde dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0004351	F:glutamate decarboxylase activity	{'GO:0000006': 0}	1.0
GO:0004354	F:glutamate dehydrogenase (NADP+) activity	{'GO:0000006': 0}	1.0
GO:0004355	F:glutamate synthase (NADPH) activity	{'GO:0000006': 0}	1.0
GO:0004356	F:glutamate-ammonia ligase activity	{'GO:0000006': 0}	1.0
GO:0004357	F:glutamate-cysteine ligase activity	{'GO:0000006': 0}	1.0
GO:0004358	F:glutamate N-acetyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004359	F:glutaminase activity	{'GO:0000006': 0}	1.0
GO:0004360	F:glutamine-fructose-6-phosphate transaminase (isomerizing) activity	{'GO:0000006': 0}	1.0
GO:0004362	F:glutathione-disulfide reductase activity	{'GO:0000006': 0}	1.0
GO:0004363	F:glutathione synthase activity	{'GO:0000006': 0}	1.0
GO:0004364	F:glutathione transferase activity	{'GO:0000006': 0}	1.0
GO:0004365	F:glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	{'GO:0000006': 0}	1.0
GO:0004366	F:glycerol-3-phosphate O-acyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004367	F:glycerol-3-phosphate dehydrogenase [NAD+] activity	{'GO:0000006': 0}	1.0
GO:0004368	F:glycerol-3-phosphate dehydrogenase (quinone) activity	{'GO:0000006': 0}	1.0
GO:0004370	F:glycerol kinase activity	{'GO:0000006': 0}	1.0
GO:0004371	F:glycerone kinase activity	{'GO:0000006': 0}	1.0
GO:0004372	F:glycine hydroxymethyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004373	F:glycogen (starch) synthase activity	{'GO:0000006': 0}	1.0
GO:0004375	F:glycine dehydrogenase (decarboxylating) activity	{'GO:0000006': 0}	1.0
GO:0004385	F:guanylate kinase activity	{'GO:0000006': 0}	1.0
GO:0004386	F:helicase activity	{'GO:0000006': 0}	1.0
GO:0004396	F:hexokinase activity	{'GO:0000006': 0}	1.0
GO:0004399	F:histidinol dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0004400	F:histidinol-phosphate transaminase activity	{'GO:0000006': 0}	1.0
GO:0004401	F:histidinol-phosphatase activity	{'GO:0000006': 0}	1.0
GO:0004412	F:homoserine dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0004413	F:homoserine kinase activity	{'GO:0000006': 0}	1.0
GO:0004414	F:homoserine O-acetyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004416	F:hydroxyacylglutathione hydrolase activity	{'GO:0000006': 0}	1.0
GO:0004417	F:hydroxyethylthiazole kinase activity	{'GO:0000006': 0}	1.0
GO:0004418	F:hydroxymethylbilane synthase activity	{'GO:0000006': 0}	1.0
GO:0004422	F:hypoxanthine phosphoribosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004424	F:imidazoleglycerol-phosphate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0004425	F:indole-3-glycerol-phosphate synthase activity	{'GO:0000006': 0}	1.0
GO:0004427	F:inorganic diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0004450	F:isocitrate dehydrogenase (NADP+) activity	{'GO:0000006': 0}	1.0
GO:0004451	F:isocitrate lyase activity	{'GO:0000006': 0}	1.0
GO:0004452	F:isopentenyl-diphosphate delta-isomerase activity	{'GO:0000006': 0}	1.0
GO:0004455	F:ketol-acid reductoisomerase activity	{'GO:0000006': 0}	1.0
GO:0004456	F:phosphogluconate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0004458	F:D-lactate dehydrogenase (cytochrome) activity	{'GO:0000006': 0}	1.0
GO:0004459	F:L-lactate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0004462	F:lactoylglutathione lyase activity	{'GO:0000006': 0}	1.0
GO:0004466	F:long-chain-acyl-CoA dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0004467	F:long-chain fatty acid-CoA ligase activity	{'GO:0000006': 0}	1.0
GO:0004470	F:malic enzyme activity	{'GO:0000006': 0}	1.0
GO:0004471	F:malate dehydrogenase (decarboxylating) (NAD+) activity	{'GO:0000006': 0}	1.0
GO:0004473	F:malate dehydrogenase (decarboxylating) (NADP+) activity	{'GO:0000006': 0}	1.0
GO:0004474	F:malate synthase activity	{'GO:0000006': 0}	1.0
GO:0004475	F:mannose-1-phosphate guanylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004476	F:mannose-6-phosphate isomerase activity	{'GO:0000006': 0}	1.0
GO:0004477	F:methenyltetrahydrofolate cyclohydrolase activity	{'GO:0000006': 0}	1.0
GO:0004478	F:methionine adenosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004479	F:methionyl-tRNA formyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004488	F:methylenetetrahydrofolate dehydrogenase (NADP+) activity	{'GO:0000006': 0}	1.0
GO:0004489	F:methylenetetrahydrofolate reductase (NAD(P)H) activity	{'GO:0000006': 0}	1.0
GO:0004492	F:methylmalonyl-CoA decarboxylase activity	{'GO:0000006': 0}	1.0
GO:0004494	F:methylmalonyl-CoA mutase activity	{'GO:0000006': 0}	1.0
GO:0004497	F:monooxygenase activity	{'GO:0000006': 0}	1.0
GO:0004514	F:nicotinate-nucleotide diphosphorylase (carboxylating) activity	{'GO:0000006': 0}	1.0
GO:0004515	F:nicotinate-nucleotide adenylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004516	F:nicotinate phosphoribosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004518	F:nuclease activity	{'GO:0000006': 0}	1.0
GO:0004519	F:endonuclease activity	{'GO:0000006': 0}	1.0
GO:0004520	F:endodeoxyribonuclease activity	{'GO:0000006': 0}	1.0
GO:0004521	F:endoribonuclease activity	{'GO:0000006': 0}	1.0
GO:0004523	F:RNA-DNA hybrid ribonuclease activity	{'GO:0000006': 0}	1.0
GO:0004525	F:ribonuclease III activity	{'GO:0000006': 0}	1.0
GO:0004526	F:ribonuclease P activity	{'GO:0000006': 0}	1.0
GO:0004527	F:exonuclease activity	{'GO:0000006': 0}	1.0
GO:0004529	F:exodeoxyribonuclease activity	{'GO:0000006': 0}	1.0
GO:0004530	F:deoxyribonuclease I activity	{'GO:0000006': 0}	1.0
GO:0004532	F:exoribonuclease activity	{'GO:0000006': 0}	1.0
GO:0004534	F:5'-3' exoribonuclease activity	{'GO:0000006': 0}	1.0
GO:0004536	F:deoxyribonuclease activity	{'GO:0000006': 0}	1.0
GO:0004540	F:ribonuclease activity	{'GO:0000006': 0}	1.0
GO:0004550	F:nucleoside diphosphate kinase activity	{'GO:0000006': 0}	1.0
GO:0004553	F:hydrolase activity, hydrolyzing O-glycosyl compounds	{'GO:0000006': 0}	1.0
GO:0004555	F:alpha,alpha-trehalase activity	{'GO:0000006': 0}	1.0
GO:0004556	F:alpha-amylase activity	{'GO:0000006': 0}	1.0
GO:0004557	F:alpha-galactosidase activity	{'GO:0000006': 0}	1.0
GO:0004558	F:alpha-1,4-glucosidase activity	{'GO:0000006': 0}	1.0
GO:0004559	F:alpha-mannosidase activity	{'GO:0000006': 0}	1.0
GO:0004563	F:beta-N-acetylhexosaminidase activity	{'GO:0000006': 0}	1.0
GO:0004565	F:beta-galactosidase activity	{'GO:0000006': 0}	1.0
GO:0004566	F:beta-glucuronidase activity	{'GO:0000006': 0}	1.0
GO:0004585	F:ornithine carbamoyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004586	F:ornithine decarboxylase activity	{'GO:0000006': 0}	1.0
GO:0004588	F:orotate phosphoribosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004590	F:orotidine-5'-phosphate decarboxylase activity	{'GO:0000006': 0}	1.0
GO:0004591	F:oxoglutarate dehydrogenase (succinyl-transferring) activity	{'GO:0000006': 0}	1.0
GO:0004592	F:pantoate-beta-alanine ligase activity	{'GO:0000006': 0}	1.0
GO:0004594	F:pantothenate kinase activity	{'GO:0000006': 0}	1.0
GO:0004595	F:pantetheine-phosphate adenylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004596	F:peptide alpha-N-acetyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004601	F:peroxidase activity	{'GO:0000006': 0}	1.0
GO:0004602	F:glutathione peroxidase activity	{'GO:0000006': 0}	1.0
GO:0004604	F:phosphoadenylyl-sulfate reductase (thioredoxin) activity	{'GO:0000006': 0}	1.0
GO:0004605	F:phosphatidate cytidylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004609	F:phosphatidylserine decarboxylase activity	{'GO:0000006': 0}	1.0
GO:0004612	F:phosphoenolpyruvate carboxykinase (ATP) activity	{'GO:0000006': 0}	1.0
GO:0004614	F:phosphoglucomutase activity	{'GO:0000006': 0}	1.0
GO:0004615	F:phosphomannomutase activity	{'GO:0000006': 0}	1.0
GO:0004616	F:phosphogluconate dehydrogenase (decarboxylating) activity	{'GO:0000006': 0}	1.0
GO:0004617	F:phosphoglycerate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0004618	F:phosphoglycerate kinase activity	{'GO:0000006': 0}	1.0
GO:0004619	F:phosphoglycerate mutase activity	{'GO:0000006': 0}	1.0
GO:0004620	F:phospholipase activity	{'GO:0000006': 0}	1.0
GO:0004622	F:lysophospholipase activity	{'GO:0000006': 0}	1.0
GO:0004623	F:phospholipase A2 activity	{'GO:0000006': 0}	1.0
GO:0004630	F:phospholipase D activity	{'GO:0000006': 0}	1.0
GO:0004632	F:phosphopantothenate--cysteine ligase activity	{'GO:0000006': 0}	1.0
GO:0004633	F:phosphopantothenoylcysteine decarboxylase activity	{'GO:0000006': 0}	1.0
GO:0004634	F:phosphopyruvate hydratase activity	{'GO:0000006': 0}	1.0
GO:0004635	F:phosphoribosyl-AMP cyclohydrolase activity	{'GO:0000006': 0}	1.0
GO:0004636	F:phosphoribosyl-ATP diphosphatase activity	{'GO:0000006': 0}	1.0
GO:0004637	F:phosphoribosylamine-glycine ligase activity	{'GO:0000006': 0}	1.0
GO:0004638	F:phosphoribosylaminoimidazole carboxylase activity	{'GO:0000006': 0}	1.0
GO:0004639	F:phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	{'GO:0000006': 0}	1.0
GO:0004640	F:phosphoribosylanthranilate isomerase activity	{'GO:0000006': 0}	1.0
GO:0004641	F:phosphoribosylformylglycinamidine cyclo-ligase activity	{'GO:0000006': 0}	1.0
GO:0004642	F:phosphoribosylformylglycinamidine synthase activity	{'GO:0000006': 0}	1.0
GO:0004643	F:phosphoribosylaminoimidazolecarboxamide formyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004644	F:phosphoribosylglycinamide formyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004645	F:1,4-alpha-oligoglucan phosphorylase activity	{'GO:0000006': 0}	1.0
GO:0004647	F:phosphoserine phosphatase activity	{'GO:0000006': 0}	1.0
GO:0004648	F:O-phospho-L-serine:2-oxoglutarate aminotransferase activity	{'GO:0000006': 0}	1.0
GO:0004652	F:polynucleotide adenylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004654	F:polyribonucleotide nucleotidyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004655	F:porphobilinogen synthase activity	{'GO:0000006': 0}	1.0
GO:0004657	F:proline dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0004659	F:prenyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004664	F:prephenate dehydratase activity	{'GO:0000006': 0}	1.0
GO:0004665	F:prephenate dehydrogenase (NADP+) activity	{'GO:0000006': 0}	1.0
GO:0004672	F:protein kinase activity	{'GO:0000006': 0}	1.0
GO:0004673	F:protein histidine kinase activity	{'GO:0000006': 0}	1.0
GO:0004674	F:protein serine/threonine kinase activity	{'GO:0000006': 0}	1.0
GO:0004713	F:protein tyrosine kinase activity	{'GO:0000006': 0}	1.0
GO:0004719	F:protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004721	F:phosphoprotein phosphatase activity	{'GO:0000006': 0}	1.0
GO:0004722	F:protein serine/threonine phosphatase activity	{'GO:0000006': 0}	1.0
GO:0004725	F:protein tyrosine phosphatase activity	{'GO:0000006': 0}	1.0
GO:0004729	F:oxygen-dependent protoporphyrinogen oxidase activity	{'GO:0000006': 0}	1.0
GO:0004730	F:pseudouridylate synthase activity	{'GO:0000006': 0}	1.0
GO:0004731	F:purine-nucleoside phosphorylase activity	{'GO:0000006': 0}	1.0
GO:0004733	F:pyridoxamine-phosphate oxidase activity	{'GO:0000006': 0}	1.0
GO:0004735	F:pyrroline-5-carboxylate reductase activity	{'GO:0000006': 0}	1.0
GO:0004738	F:pyruvate dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0004739	F:pyruvate dehydrogenase (acetyl-transferring) activity	{'GO:0000006': 0}	1.0
GO:0004742	F:dihydrolipoyllysine-residue acetyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004743	F:pyruvate kinase activity	{'GO:0000006': 0}	1.0
GO:0004746	F:riboflavin synthase activity	{'GO:0000006': 0}	1.0
GO:0004747	F:ribokinase activity	{'GO:0000006': 0}	1.0
GO:0004748	F:ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	{'GO:0000006': 0}	1.0
GO:0004749	F:ribose phosphate diphosphokinase activity	{'GO:0000006': 0}	1.0
GO:0004750	F:ribulose-phosphate 3-epimerase activity	{'GO:0000006': 0}	1.0
GO:0004751	F:ribose-5-phosphate isomerase activity	{'GO:0000006': 0}	1.0
GO:0004756	F:selenide, water dikinase activity	{'GO:0000006': 0}	1.0
GO:0004764	F:shikimate 3-dehydrogenase (NADP+) activity	{'GO:0000006': 0}	1.0
GO:0004765	F:shikimate kinase activity	{'GO:0000006': 0}	1.0
GO:0004766	F:spermidine synthase activity	{'GO:0000006': 0}	1.0
GO:0004775	F:succinate-CoA ligase (ADP-forming) activity	{'GO:0000006': 0}	1.0
GO:0004776	F:succinate-CoA ligase (GDP-forming) activity	{'GO:0000006': 0}	1.0
GO:0004777	F:succinate-semialdehyde dehydrogenase (NAD+) activity	{'GO:0000006': 0}	1.0
GO:0004781	F:sulfate adenylyltransferase (ATP) activity	{'GO:0000006': 0}	1.0
GO:0004783	F:sulfite reductase (NADPH) activity	{'GO:0000006': 0}	1.0
GO:0004784	F:superoxide dismutase activity	{'GO:0000006': 0}	1.0
GO:0004787	F:thiamine-pyrophosphatase activity	{'GO:0000006': 0}	1.0
GO:0004789	F:thiamine-phosphate diphosphorylase activity	{'GO:0000006': 0}	1.0
GO:0004791	F:thioredoxin-disulfide reductase activity	{'GO:0000006': 0}	1.0
GO:0004792	F:thiosulfate sulfurtransferase activity	{'GO:0000006': 0}	1.0
GO:0004793	F:threonine aldolase activity	{'GO:0000006': 0}	1.0
GO:0004794	F:L-threonine ammonia-lyase activity	{'GO:0000006': 0}	1.0
GO:0004795	F:threonine synthase activity	{'GO:0000006': 0}	1.0
GO:0004797	F:thymidine kinase activity	{'GO:0000006': 0}	1.0
GO:0004798	F:thymidylate kinase activity	{'GO:0000006': 0}	1.0
GO:0004799	F:thymidylate synthase activity	{'GO:0000006': 0}	1.0
GO:0004801	F:sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	{'GO:0000006': 0}	1.0
GO:0004802	F:transketolase activity	{'GO:0000006': 0}	1.0
GO:0004803	F:transposase activity	{'GO:0000006': 0}	1.0
GO:0004805	F:trehalose-phosphatase activity	{'GO:0000006': 0}	1.0
GO:0004807	F:triose-phosphate isomerase activity	{'GO:0000006': 0}	1.0
GO:0004808	F:tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004810	F:tRNA adenylyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004812	F:aminoacyl-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004813	F:alanine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004814	F:arginine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004815	F:aspartate-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004816	F:asparagine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004817	F:cysteine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004818	F:glutamate-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004819	F:glutamine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004820	F:glycine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004821	F:histidine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004822	F:isoleucine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004823	F:leucine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004824	F:lysine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004825	F:methionine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004826	F:phenylalanine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004827	F:proline-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004828	F:serine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004829	F:threonine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004830	F:tryptophan-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004831	F:tyrosine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004832	F:valine-tRNA ligase activity	{'GO:0000006': 0}	1.0
GO:0004834	F:tryptophan synthase activity	{'GO:0000006': 0}	1.0
GO:0004838	F:L-tyrosine:2-oxoglutarate aminotransferase activity	{'GO:0000006': 0}	1.0
GO:0004844	F:uracil DNA N-glycosylase activity	{'GO:0000006': 0}	1.0
GO:0004845	F:uracil phosphoribosyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004848	F:ureidoglycolate hydrolase activity	{'GO:0000006': 0}	1.0
GO:0004849	F:uridine kinase activity	{'GO:0000006': 0}	1.0
GO:0004850	F:uridine phosphorylase activity	{'GO:0000006': 0}	1.0
GO:0004851	F:uroporphyrin-III C-methyltransferase activity	{'GO:0000006': 0}	1.0
GO:0004852	F:uroporphyrinogen-III synthase activity	{'GO:0000006': 0}	1.0
GO:0004853	F:uroporphyrinogen decarboxylase activity	{'GO:0000006': 0}	1.0
GO:0004854	F:xanthine dehydrogenase activity	{'GO:0000006': 0}	1.0
GO:0004856	F:xylulokinase activity	{'GO:0000006': 0}	1.0
GO:0004857	F:enzyme inhibitor activity	{'GO:0000006': 0}	1.0
GO:0004860	F:protein kinase inhibitor activity	{'GO:0000006': 0}	1.0
GO:0004866	F:endopeptidase inhibitor activity	{'GO:0000006': 0}	1.0
GO:0004867	F:serine-type endopeptidase inhibitor activity	{'GO:0000006': 0}	1.0
GO:0004888	F:transmembrane signaling receptor activity	{'GO:0000006': 0}	1.0
GO:0005034	F:osmosensor activity	{'GO:0000006': 0}	1.0
GO:0005047	F:signal recognition particle binding	{'GO:0000006': 0}	1.0
GO:0005048	F:signal sequence binding	{'GO:0000006': 0}	1.0
GO:0005085	F:guanyl-nucleotide exchange factor activity	{'GO:0000006': 0}	1.0
GO:0005096	F:GTPase activator activity	{'GO:0000006': 0}	1.0
GO:0005198	F:structural molecule activity	{'GO:0000006': 0}	1.0
GO:0005216	F:ion channel activity	{'GO:0000006': 0}	1.0
GO:0005247	F:voltage-gated chloride channel activity	{'GO:0000006': 0}	1.0
GO:0005253	F:anion channel activity	{'GO:0000006': 0}	1.0
GO:0005262	F:calcium channel activity	{'GO:0000006': 0}	1.0
GO:0005267	F:potassium channel activity	{'GO:0000006': 0}	1.0
GO:0005275	F:amine transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005280	F:amino acid:proton symporter activity	{'GO:0000006': 0}	1.0
GO:0005291	F:high-affinity L-histidine transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005294	F:neutral L-amino acid secondary active transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005295	F:neutral amino acid:sodium symporter activity	{'GO:0000006': 0}	1.0
GO:0005297	F:proline:proton symporter activity	{'GO:0000006': 0}	1.0
GO:0005298	F:proline:sodium symporter activity	{'GO:0000006': 0}	1.0
GO:0005300	F:high-affinity tryptophan transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005302	F:L-tyrosine transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005304	F:L-valine transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005315	F:inorganic phosphate transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005337	F:nucleoside transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005344	F:oxygen carrier activity	{'GO:0000006': 0}	1.0
GO:0005345	F:purine nucleobase transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005350	F:pyrimidine nucleobase transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005351	F:carbohydrate:proton symporter activity	{'GO:0000006': 0}	1.0
GO:0005354	F:galactose transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005355	F:glucose transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005368	F:taurine transmembrane transporter activity	{'GO:0000006': 0}	1.0
GO:0005375	F:copper ion transmembrane transporter activity	{'GO:0000006': 0}	1.0
